booking_id,property_id,check_in_date,month,week_no,booking_platform,ratings_given,booking_status,revenue_generated
Jun062217560RT13,17560,06-Jun-22,Jun-22,W 24,makeyourtrip,3,Checked Out,13260
Jun062217564RT11,17564,06-Jun-22,Jun-22,W 24,direct online,2,Checked Out,12155
Jun062217564RT31,17564,06-Jun-22,Jun-22,W 24,logtrip,3,Checked Out,22440
Jun062219560RT25,19560,06-Jun-22,Jun-22,W 24,direct offline,5,Checked Out,14850
Jun062216558RT27,16558,06-Jun-22,Jun-22,W 24,makeyourtrip,5,Checked Out,13860
Jun062219560RT28,19560,06-Jun-22,Jun-22,W 24,others,5,Checked Out,14850
Jun062216558RT14,16558,06-Jun-22,Jun-22,W 24,others,5,Checked Out,10010
Jun062218561RT32,18561,06-Jun-22,Jun-22,W 24,others,4,Checked Out,13200
Jun062217564RT26,17564,06-Jun-22,Jun-22,W 24,makeyourtrip,1,Checked Out,15300
Jun062217564RT21,17564,06-Jun-22,Jun-22,W 24,makeyourtrip,1,Checked Out,15300
Jun062219560RT49,19560,06-Jun-22,Jun-22,W 24,journey,4,Checked Out,28500
Jun062216558RT33,16558,06-Jun-22,Jun-22,W 24,logtrip,3,Checked Out,16800
Jun062217560RT42,17560,06-Jun-22,Jun-22,W 24,logtrip,3,Checked Out,32300
Jun062217560RT31,17560,06-Jun-22,Jun-22,W 24,tripster,3,Checked Out,20400
Jun062217560RT17,17560,06-Jun-22,Jun-22,W 24,makeyourtrip,3,Checked Out,11050
Jun062218561RT19,18561,06-Jun-22,Jun-22,W 24,journey,5,Checked Out,6500
Jun062219560RT22,19560,06-Jun-22,Jun-22,W 24,journey,5,Checked Out,13500
Jun062219560RT212,19560,06-Jun-22,Jun-22,W 24,direct online,5,Checked Out,13500
Jun062219560RT18,19560,06-Jun-22,Jun-22,W 24,direct online,5,Checked Out,9750
Jun062219560RT115,19560,06-Jun-22,Jun-22,W 24,tripster,5,Checked Out,9750
Jun062218561RT21,18561,06-Jun-22,Jun-22,W 24,others,5,Checked Out,9000
Jun062219560RT217,19560,06-Jun-22,Jun-22,W 24,others,5,Checked Out,13500
Jun062219560RT11,19560,06-Jun-22,Jun-22,W 24,others,4,Checked Out,9750
Jun062219560RT48,19560,06-Jun-22,Jun-22,W 24,others,4,Checked Out,28500
Jun062218561RT114,18561,06-Jun-22,Jun-22,W 24,makeyourtrip,2,Checked Out,6500
Jun062217564RT25,17564,06-Jun-22,Jun-22,W 24,makeyourtrip,2,Checked Out,15300
Jun062217564RT32,17564,06-Jun-22,Jun-22,W 24,makeyourtrip,2,Checked Out,20400
Jun062217564RT41,17564,06-Jun-22,Jun-22,W 24,makeyourtrip,2,Checked Out,32300
Jun062217560RT210,17560,06-Jun-22,Jun-22,W 24,direct online,3,Checked Out,15300
Jun062217560RT14,17560,06-Jun-22,Jun-22,W 24,logtrip,3,Checked Out,11050
Jun062218561RT22,18561,06-Jun-22,Jun-22,W 24,logtrip,5,Checked Out,9000
Jun062218561RT113,18561,06-Jun-22,Jun-22,W 24,makeyourtrip,5,Checked Out,6500
Jun062218561RT26,18561,06-Jun-22,Jun-22,W 24,others,5,Checked Out,9000
Jun062218561RT217,18561,06-Jun-22,Jun-22,W 24,others,5,Checked Out,9000
Jun062218561RT17,18561,06-Jun-22,Jun-22,W 24,others,5,Checked Out,6500
Jun062218561RT36,18561,06-Jun-22,Jun-22,W 24,others,5,Checked Out,12000
Jun062218561RT214,18561,06-Jun-22,Jun-22,W 24,others,3,Checked Out,9000
Jun062216558RT42,16558,06-Jun-22,Jun-22,W 24,others,3,Checked Out,26600
Jun062218561RT311,18561,06-Jun-22,Jun-22,W 24,others,4,Checked Out,12000
Jun062218561RT42,18561,06-Jun-22,Jun-22,W 24,others,4,Checked Out,19000
Jun072219560RT47,19560,07-Jun-22,Jun-22,W 24,others,5,Checked Out,37050
Jun072217564RT32,17564,07-Jun-22,Jun-22,W 24,tripster,2,Checked Out,26520
Jun072216558RT11,16558,07-Jun-22,Jun-22,W 24,others,5,Checked Out,10920
Jun072219560RT49,19560,07-Jun-22,Jun-22,W 24,journey,4,Checked Out,31350
Jun072218561RT26,18561,07-Jun-22,Jun-22,W 24,others,5,Checked Out,9900
Jun072217564RT14,17564,07-Jun-22,Jun-22,W 24,logtrip,1,Checked Out,11050
Jun072218561RT111,18561,07-Jun-22,Jun-22,W 24,tripster,4,Checked Out,6500
Jun072219560RT220,19560,07-Jun-22,Jun-22,W 24,logtrip,4,Checked Out,13500
Jun072219560RT12,19560,07-Jun-22,Jun-22,W 24,direct online,4,Checked Out,9750
Jun072217560RT44,17560,07-Jun-22,Jun-22,W 24,logtrip,3,Checked Out,32300
Jun072217560RT32,17560,07-Jun-22,Jun-22,W 24,logtrip,3,Checked Out,20400
Jun072217560RT17,17560,07-Jun-22,Jun-22,W 24,tripster,3,Checked Out,11050
Jun072217560RT111,17560,07-Jun-22,Jun-22,W 24,direct online,3,Checked Out,11050
Jun072217560RT112,17560,07-Jun-22,Jun-22,W 24,direct online,3,Checked Out,11050
Jun072218561RT217,18561,07-Jun-22,Jun-22,W 24,journey,5,Checked Out,9000
Jun072216558RT41,16558,07-Jun-22,Jun-22,W 24,journey,5,Checked Out,26600
Jun072219560RT110,19560,07-Jun-22,Jun-22,W 24,logtrip,5,Checked Out,9750
Jun072219560RT44,19560,07-Jun-22,Jun-22,W 24,logtrip,5,Checked Out,28500
Jun072219560RT23,19560,07-Jun-22,Jun-22,W 24,makeyourtrip,5,Checked Out,13500
Jun072219560RT114,19560,07-Jun-22,Jun-22,W 24,makeyourtrip,5,Checked Out,9750
Jun072218561RT311,18561,07-Jun-22,Jun-22,W 24,others,5,Checked Out,12000
Jun072219560RT216,19560,07-Jun-22,Jun-22,W 24,others,5,Checked Out,13500
Jun072216558RT28,16558,07-Jun-22,Jun-22,W 24,others,3,Checked Out,12600
Jun072217560RT14,17560,07-Jun-22,Jun-22,W 24,others,3,Checked Out,11050
Jun072219560RT16,19560,07-Jun-22,Jun-22,W 24,others,4,Checked Out,9750
Jun072217564RT44,17564,07-Jun-22,Jun-22,W 24,others,4,Checked Out,32300
Jun072217564RT25,17564,07-Jun-22,Jun-22,W 24,others,2,Checked Out,15300
Jun072217564RT41,17564,07-Jun-22,Jun-22,W 24,others,1,Checked Out,32300
Jun072216558RT21,16558,07-Jun-22,Jun-22,W 24,tripster,1,Checked Out,12600
Jun072217564RT33,17564,07-Jun-22,Jun-22,W 24,direct online,2,Checked Out,20400
Jun072217560RT43,17560,07-Jun-22,Jun-22,W 24,direct offline,3,Checked Out,32300
Jun072219560RT37,19560,07-Jun-22,Jun-22,W 24,logtrip,3,Checked Out,18000
Jun072216558RT18,16558,07-Jun-22,Jun-22,W 24,logtrip,5,Checked Out,9100
Jun072216558RT34,16558,07-Jun-22,Jun-22,W 24,logtrip,5,Checked Out,16800
Jun072218561RT25,18561,07-Jun-22,Jun-22,W 24,makeyourtrip,5,Checked Out,9000
Jun072218561RT29,18561,07-Jun-22,Jun-22,W 24,others,5,Checked Out,9000
Jun072218561RT213,18561,07-Jun-22,Jun-22,W 24,others,5,Checked Out,9000
Jun072218561RT34,18561,07-Jun-22,Jun-22,W 24,others,5,Checked Out,12000
Jun072219560RT115,19560,07-Jun-22,Jun-22,W 24,others,5,Checked Out,9750
Jun072217560RT110,17560,07-Jun-22,Jun-22,W 24,others,3,Checked Out,11050
Jun072217560RT215,17560,07-Jun-22,Jun-22,W 24,others,3,Checked Out,15300
Jul012217564RT213,17564,01-Jul-22,Jul-22,W 27,makeyourtrip,2,No Show,15300
Jul012219560RT236,19560,01-Jul-22,Jul-22,W 27,others,5,No Show,13500
Jul012218561RT211,18561,01-Jul-22,Jul-22,W 27,others,5,No Show,9000
Jul012218561RT311,18561,01-Jul-22,Jul-22,W 27,others,5,Checked Out,15600
Jul012217560RT123,17560,01-Jul-22,Jul-22,W 27,direct online,1,Checked Out,13260
Jul012217560RT15,17560,01-Jul-22,Jul-22,W 27,journey,3,Checked Out,13260
Jul012217560RT228,17560,01-Jul-22,Jul-22,W 27,tripster,3,Checked Out,18360
Jul012218561RT129,18561,01-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,7800
Jul012218561RT223,18561,01-Jul-22,Jul-22,W 27,logtrip,5,Checked Out,10800
Jul012218561RT213,18561,01-Jul-22,Jul-22,W 27,others,5,Checked Out,10800
Jul012219560RT112,19560,01-Jul-22,Jul-22,W 27,others,3,Checked Out,11700
Jul012218561RT24,18561,01-Jul-22,Jul-22,W 27,others,4,Checked Out,10800
Jul012218561RT316,18561,01-Jul-22,Jul-22,W 27,makeyourtrip,4,Checked Out,13200
Jul012219560RT238,19560,01-Jul-22,Jul-22,W 27,journey,3,Checked Out,14850
Jul012216558RT27,16558,01-Jul-22,Jul-22,W 27,direct offline,5,Checked Out,13860
Jul012218561RT44,18561,01-Jul-22,Jul-22,W 27,tripster,5,Checked Out,20900
Jul012219560RT122,19560,01-Jul-22,Jul-22,W 27,tripster,5,Checked Out,10725
Jul012216558RT114,16558,01-Jul-22,Jul-22,W 27,logtrip,5,Checked Out,10010
Jul012218561RT117,18561,01-Jul-22,Jul-22,W 27,logtrip,5,Checked Out,7150
Jul012216558RT210,16558,01-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,13860
Jul012218561RT212,18561,01-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,9900
Jul012216558RT24,16558,01-Jul-22,Jul-22,W 27,others,5,Checked Out,13860
Jul012216558RT36,16558,01-Jul-22,Jul-22,W 27,others,5,Checked Out,18480
Jul012218561RT119,18561,01-Jul-22,Jul-22,W 27,others,5,Checked Out,7150
Jul012219560RT21,19560,01-Jul-22,Jul-22,W 27,others,5,Checked Out,14850
Jul012218561RT128,18561,01-Jul-22,Jul-22,W 27,others,4,Checked Out,7150
Jul012219560RT214,19560,01-Jul-22,Jul-22,W 27,direct online,1,Checked Out,13500
Jul012217564RT212,17564,01-Jul-22,Jul-22,W 27,journey,1,Checked Out,15300
Jul012219560RT114,19560,01-Jul-22,Jul-22,W 27,makeyourtrip,2,Checked Out,9750
Jul012217564RT41,17564,01-Jul-22,Jul-22,W 27,makeyourtrip,2,Checked Out,32300
Jul012219560RT217,19560,01-Jul-22,Jul-22,W 27,direct offline,4,Checked Out,13500
Jul012218561RT221,18561,01-Jul-22,Jul-22,W 27,makeyourtrip,4,Checked Out,9000
Jul012218561RT118,18561,01-Jul-22,Jul-22,W 27,direct offline,3,Checked Out,6500
Jul012219560RT39,19560,01-Jul-22,Jul-22,W 27,logtrip,3,Checked Out,18000
Jul012217564RT25,17564,01-Jul-22,Jul-22,W 27,logtrip,3,Checked Out,15300
Jul012219560RT23,19560,01-Jul-22,Jul-22,W 27,tripster,3,Checked Out,13500
Jul012217560RT11,17560,01-Jul-22,Jul-22,W 27,logtrip,3,Checked Out,11050
Jul012217560RT16,17560,01-Jul-22,Jul-22,W 27,journey,3,Checked Out,11050
Jul012217560RT38,17560,01-Jul-22,Jul-22,W 27,journey,3,Checked Out,20400
Jul012217560RT28,17560,01-Jul-22,Jul-22,W 27,tripster,3,Checked Out,15300
Jul012217560RT110,17560,01-Jul-22,Jul-22,W 27,makeyourtrip,3,Checked Out,11050
Jul012219560RT230,19560,01-Jul-22,Jul-22,W 27,journey,5,Checked Out,13500
Jul012218561RT15,18561,01-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,6500
Jul012219560RT416,19560,01-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,28500
Jul012218561RT220,18561,01-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,9000
Jul012216558RT25,16558,01-Jul-22,Jul-22,W 27,others,5,Checked Out,12600
Jul012219560RT119,19560,01-Jul-22,Jul-22,W 27,others,5,Checked Out,9750
Jul012219560RT234,19560,01-Jul-22,Jul-22,W 27,others,5,Checked Out,13500
Jul012219560RT315,19560,01-Jul-22,Jul-22,W 27,others,5,Checked Out,18000
Jul012217564RT44,17564,01-Jul-22,Jul-22,W 27,others,3,Checked Out,32300
Jul012217564RT211,17564,01-Jul-22,Jul-22,W 27,others,3,Checked Out,15300
Jul012217560RT215,17560,01-Jul-22,Jul-22,W 27,others,4,Checked Out,15300
Jul012217560RT227,17560,01-Jul-22,Jul-22,W 27,others,2,Checked Out,15300
Jul012217564RT42,17564,01-Jul-22,Jul-22,W 27,others,2,Checked Out,32300
Jul012218561RT319,18561,01-Jul-22,Jul-22,W 27,journey,2,Checked Out,12000
Jul012218561RT123,18561,01-Jul-22,Jul-22,W 27,logtrip,4,Checked Out,6500
Jul012219560RT111,19560,01-Jul-22,Jul-22,W 27,direct online,4,Checked Out,9750
Jul012216558RT221,16558,01-Jul-22,Jul-22,W 27,makeyourtrip,4,Checked Out,12600
Jul012218561RT12,18561,01-Jul-22,Jul-22,W 27,makeyourtrip,4,Checked Out,6500
Jul012219560RT121,19560,01-Jul-22,Jul-22,W 27,journey,3,Checked Out,9750
Jul012217560RT115,17560,01-Jul-22,Jul-22,W 27,journey,3,Checked Out,11050
Jul012217560RT211,17560,01-Jul-22,Jul-22,W 27,logtrip,3,Checked Out,15300
Jul012217560RT27,17560,01-Jul-22,Jul-22,W 27,makeyourtrip,3,Checked Out,15300
Jul012217560RT219,17560,01-Jul-22,Jul-22,W 27,makeyourtrip,3,Checked Out,15300
Jul012216558RT17,16558,01-Jul-22,Jul-22,W 27,direct online,5,Checked Out,9100
Jul012219560RT36,19560,01-Jul-22,Jul-22,W 27,direct online,5,Checked Out,18000
Jul012218561RT18,18561,01-Jul-22,Jul-22,W 27,tripster,5,Checked Out,6500
Jul012218561RT36,18561,01-Jul-22,Jul-22,W 27,journey,5,Checked Out,12000
Jul012216558RT16,16558,01-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,9100
Jul012216558RT22,16558,01-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,12600
Jul012218561RT48,18561,01-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,19000
Jul012218561RT214,18561,01-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,9000
Jul012218561RT28,18561,01-Jul-22,Jul-22,W 27,others,5,Checked Out,9000
Jul012218561RT132,18561,01-Jul-22,Jul-22,W 27,others,5,Checked Out,6500
Jul012218561RT314,18561,01-Jul-22,Jul-22,W 27,others,5,Checked Out,12000
Jul012218561RT49,18561,01-Jul-22,Jul-22,W 27,others,5,Checked Out,19000
Jul012219560RT235,19560,01-Jul-22,Jul-22,W 27,others,5,Checked Out,13500
Jul012216558RT19,16558,01-Jul-22,Jul-22,W 27,others,4,Checked Out,9100
Jul012218561RT38,18561,01-Jul-22,Jul-22,W 27,others,4,Checked Out,12000
Jul012216558RT11,16558,01-Jul-22,Jul-22,W 27,others,4,Checked Out,9100
Jul022218561RT17,18561,02-Jul-22,Jul-22,W 27,logtrip,4,No Show,7150
Jul022217560RT110,17560,02-Jul-22,Jul-22,W 27,makeyourtrip,3,No Show,11050
Jul022219560RT116,19560,02-Jul-22,Jul-22,W 27,others,5,No Show,9750
Jul022216558RT41,16558,02-Jul-22,Jul-22,W 27,direct online,3,No Show,26600
Jul022218561RT22,18561,02-Jul-22,Jul-22,W 27,others,1,No Show,9000
Jul022217560RT47,17560,02-Jul-22,Jul-22,W 27,others,3,No Show,32300
Jul022217560RT114,17560,02-Jul-22,Jul-22,W 27,others,5,No Show,11050
Jul022219560RT43,19560,02-Jul-22,Jul-22,W 27,direct online,4,Checked Out,39900
Jul022218561RT118,18561,02-Jul-22,Jul-22,W 27,tripster,5,Checked Out,7800
Jul022218561RT231,18561,02-Jul-22,Jul-22,W 27,journey,5,Checked Out,10800
Jul022218561RT18,18561,02-Jul-22,Jul-22,W 27,others,5,Checked Out,7800
Jul022218561RT113,18561,02-Jul-22,Jul-22,W 27,direct online,5,Checked Out,7150
Jul022218561RT225,18561,02-Jul-22,Jul-22,W 27,logtrip,5,Checked Out,9900
Jul022217560RT27,17560,02-Jul-22,Jul-22,W 27,others,3,Checked Out,16830
Jul022216558RT15,16558,02-Jul-22,Jul-22,W 27,logtrip,1,Checked Out,9100
Jul022219560RT110,19560,02-Jul-22,Jul-22,W 27,logtrip,2,Checked Out,9750
Jul022217560RT310,17560,02-Jul-22,Jul-22,W 27,direct online,2,Checked Out,20400
Jul022217560RT211,17560,02-Jul-22,Jul-22,W 27,makeyourtrip,2,Checked Out,15300
Jul022217564RT212,17564,02-Jul-22,Jul-22,W 27,direct online,2,Checked Out,15300
Jul022219560RT226,19560,02-Jul-22,Jul-22,W 27,direct offline,4,Checked Out,13500
Jul022219560RT118,19560,02-Jul-22,Jul-22,W 27,logtrip,4,Checked Out,9750
Jul022219560RT22,19560,02-Jul-22,Jul-22,W 27,direct online,4,Checked Out,13500
Jul022217560RT38,17560,02-Jul-22,Jul-22,W 27,makeyourtrip,4,Checked Out,20400
Jul022217560RT34,17560,02-Jul-22,Jul-22,W 27,direct online,3,Checked Out,20400
Jul022217560RT312,17560,02-Jul-22,Jul-22,W 27,direct online,3,Checked Out,20400
Jul022217560RT212,17560,02-Jul-22,Jul-22,W 27,logtrip,3,Checked Out,15300
Jul022217560RT39,17560,02-Jul-22,Jul-22,W 27,tripster,3,Checked Out,20400
Jul022217560RT31,17560,02-Jul-22,Jul-22,W 27,makeyourtrip,3,Checked Out,20400
Jul022217560RT219,17560,02-Jul-22,Jul-22,W 27,makeyourtrip,3,Checked Out,15300
Jul022218561RT213,18561,02-Jul-22,Jul-22,W 27,logtrip,5,Checked Out,9000
Jul022218561RT214,18561,02-Jul-22,Jul-22,W 27,logtrip,5,Checked Out,9000
Jul022219560RT113,19560,02-Jul-22,Jul-22,W 27,direct offline,5,Checked Out,9750
Jul022219560RT46,19560,02-Jul-22,Jul-22,W 27,journey,5,Checked Out,28500
Jul022219560RT16,19560,02-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,9750
Jul022219560RT211,19560,02-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,13500
Jul022219560RT49,19560,02-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,28500
Jul022219560RT36,19560,02-Jul-22,Jul-22,W 27,others,5,Checked Out,18000
Jul022217560RT35,17560,02-Jul-22,Jul-22,W 27,others,3,Checked Out,20400
Jul022217564RT32,17564,02-Jul-22,Jul-22,W 27,others,3,Checked Out,20400
Jul022217564RT21,17564,02-Jul-22,Jul-22,W 27,others,3,Checked Out,15300
Jul022217560RT119,17560,02-Jul-22,Jul-22,W 27,others,4,Checked Out,11050
Jul022217564RT27,17564,02-Jul-22,Jul-22,W 27,others,4,Checked Out,15300
Jul022217564RT215,17564,02-Jul-22,Jul-22,W 27,others,2,Checked Out,15300
Jul022217564RT42,17564,02-Jul-22,Jul-22,W 27,others,2,Checked Out,32300
Jul022218561RT27,18561,02-Jul-22,Jul-22,W 27,logtrip,4,Checked Out,9000
Jul022218561RT25,18561,02-Jul-22,Jul-22,W 27,direct online,4,Checked Out,9000
Jul022219560RT411,19560,02-Jul-22,Jul-22,W 27,makeyourtrip,4,Checked Out,28500
Jul022217560RT28,17560,02-Jul-22,Jul-22,W 27,direct offline,3,Checked Out,15300
Jul022216558RT116,16558,02-Jul-22,Jul-22,W 27,logtrip,3,Checked Out,9100
Jul022217560RT37,17560,02-Jul-22,Jul-22,W 27,logtrip,3,Checked Out,20400
Jul022216558RT11,16558,02-Jul-22,Jul-22,W 27,logtrip,5,Checked Out,9100
Jul022216558RT24,16558,02-Jul-22,Jul-22,W 27,direct online,5,Checked Out,12600
Jul022219560RT114,19560,02-Jul-22,Jul-22,W 27,direct online,5,Checked Out,9750
Jul022218561RT14,18561,02-Jul-22,Jul-22,W 27,direct online,5,Checked Out,6500
Jul022218561RT19,18561,02-Jul-22,Jul-22,W 27,direct online,5,Checked Out,6500
Jul022218561RT37,18561,02-Jul-22,Jul-22,W 27,direct online,5,Checked Out,12000
Jul022218561RT39,18561,02-Jul-22,Jul-22,W 27,direct online,5,Checked Out,12000
Jul022219560RT24,19560,02-Jul-22,Jul-22,W 27,tripster,5,Checked Out,13500
Jul022218561RT123,18561,02-Jul-22,Jul-22,W 27,tripster,5,Checked Out,6500
Jul022218561RT112,18561,02-Jul-22,Jul-22,W 27,journey,5,Checked Out,6500
Jul022218561RT46,18561,02-Jul-22,Jul-22,W 27,journey,5,Checked Out,19000
Jul022216558RT113,16558,02-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,9100
Jul022216558RT43,16558,02-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,26600
Jul022218561RT124,18561,02-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,6500
Jul022218561RT33,18561,02-Jul-22,Jul-22,W 27,makeyourtrip,5,Checked Out,12000
Jul022218561RT313,18561,02-Jul-22,Jul-22,W 27,others,5,Checked Out,12000
Jul022219560RT35,19560,02-Jul-22,Jul-22,W 27,others,5,Checked Out,18000
Jul022218561RT311,18561,02-Jul-22,Jul-22,W 27,others,3,Checked Out,12000
Jul022216558RT27,16558,02-Jul-22,Jul-22,W 27,others,4,Checked Out,12600
Jul022217560RT17,17560,02-Jul-22,Jul-22,W 27,others,2,Checked Out,11050
Jul032218561RT224,18561,03-Jul-22,Jul-22,W 28,makeyourtrip,5,No Show,9900
Jul032216558RT217,16558,03-Jul-22,Jul-22,W 28,makeyourtrip,5,No Show,13860
Jul032216558RT43,16558,03-Jul-22,Jul-22,W 28,others,5,No Show,31920
Jul032219560RT13,19560,03-Jul-22,Jul-22,W 28,makeyourtrip,4,No Show,9750
Jul032218561RT217,18561,03-Jul-22,Jul-22,W 28,journey,5,No Show,9000
Jul032219560RT221,19560,03-Jul-22,Jul-22,W 28,others,5,No Show,13500
Jul032218561RT314,18561,03-Jul-22,Jul-22,W 28,logtrip,5,No Show,12000
Jul032218561RT25,18561,03-Jul-22,Jul-22,W 28,tripster,4,No Show,9000
Jul032218561RT225,18561,03-Jul-22,Jul-22,W 28,others,5,No Show,9000
Jul032217560RT42,17560,03-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,41990
Jul032217560RT15,17560,03-Jul-22,Jul-22,W 28,tripster,3,Checked Out,13260
Jul032219560RT224,19560,03-Jul-22,Jul-22,W 28,direct offline,5,Checked Out,16200
Jul032216558RT29,16558,03-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,15120
Jul032219560RT220,19560,03-Jul-22,Jul-22,W 28,others,5,Checked Out,14850
Jul032216558RT216,16558,03-Jul-22,Jul-22,W 28,others,1,Checked Out,13860
Jul032219560RT119,19560,03-Jul-22,Jul-22,W 28,logtrip,4,Checked Out,9750
Jul032219560RT212,19560,03-Jul-22,Jul-22,W 28,tripster,3,Checked Out,13500
Jul032217560RT14,17560,03-Jul-22,Jul-22,W 28,journey,3,Checked Out,11050
Jul032217560RT115,17560,03-Jul-22,Jul-22,W 28,logtrip,3,Checked Out,11050
Jul032217560RT28,17560,03-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,15300
Jul032218561RT232,18561,03-Jul-22,Jul-22,W 28,journey,5,Checked Out,9000
Jul032218561RT33,18561,03-Jul-22,Jul-22,W 28,direct offline,5,Checked Out,12000
Jul032218561RT319,18561,03-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,12000
Jul032219560RT115,19560,03-Jul-22,Jul-22,W 28,direct online,5,Checked Out,9750
