booking_id,property_id,check_in_date,month,week_no,booking_platform,ratings_given,booking_status,revenue_generated
Jul032219560RT33,19560,03-Jul-22,Jul-22,W 28,direct online,5,Checked Out,18000
Jul032219560RT311,19560,03-Jul-22,Jul-22,W 28,journey,5,Checked Out,18000
Jul032216558RT113,16558,03-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9100
Jul032217560RT32,17560,03-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,20400
Jul032218561RT17,18561,03-Jul-22,Jul-22,W 28,others,5,Checked Out,6500
Jul032219560RT113,19560,03-Jul-22,Jul-22,W 28,others,5,Checked Out,9750
Jul032219560RT32,19560,03-Jul-22,Jul-22,W 28,others,5,Checked Out,18000
Jul032217560RT210,17560,03-Jul-22,Jul-22,W 28,others,5,Checked Out,15300
Jul032217560RT215,17560,03-Jul-22,Jul-22,W 28,others,3,Checked Out,15300
Jul032217560RT18,17560,03-Jul-22,Jul-22,W 28,others,4,Checked Out,11050
Jul032219560RT39,19560,03-Jul-22,Jul-22,W 28,others,1,Checked Out,18000
Jul032217564RT31,17564,03-Jul-22,Jul-22,W 28,tripster,1,Checked Out,20400
Jul032216558RT210,16558,03-Jul-22,Jul-22,W 28,tripster,2,Checked Out,12600
Jul032219560RT49,19560,03-Jul-22,Jul-22,W 28,direct online,2,Checked Out,28500
Jul032217564RT212,17564,03-Jul-22,Jul-22,W 28,direct offline,2,Checked Out,15300
Jul032219560RT217,19560,03-Jul-22,Jul-22,W 28,logtrip,4,Checked Out,13500
Jul032219560RT226,19560,03-Jul-22,Jul-22,W 28,direct online,4,Checked Out,13500
Jul032216558RT19,16558,03-Jul-22,Jul-22,W 28,direct online,4,Checked Out,9100
Jul032218561RT27,18561,03-Jul-22,Jul-22,W 28,direct offline,4,Checked Out,9000
Jul032218561RT18,18561,03-Jul-22,Jul-22,W 28,direct offline,4,Checked Out,6500
Jul032219560RT213,19560,03-Jul-22,Jul-22,W 28,makeyourtrip,4,Checked Out,13500
Jul032216558RT214,16558,03-Jul-22,Jul-22,W 28,makeyourtrip,4,Checked Out,12600
Jul032218561RT110,18561,03-Jul-22,Jul-22,W 28,makeyourtrip,4,Checked Out,6500
Jul032218561RT11,18561,03-Jul-22,Jul-22,W 28,tripster,3,Checked Out,6500
Jul032217560RT124,17560,03-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,11050
Jul032217560RT38,17560,03-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,20400
Jul032218561RT28,18561,03-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,9000
Jul032218561RT29,18561,03-Jul-22,Jul-22,W 28,direct online,5,Checked Out,9000
Jul032218561RT14,18561,03-Jul-22,Jul-22,W 28,tripster,5,Checked Out,6500
Jul032218561RT125,18561,03-Jul-22,Jul-22,W 28,tripster,5,Checked Out,6500
Jul032216558RT42,16558,03-Jul-22,Jul-22,W 28,journey,5,Checked Out,26600
Jul032219560RT27,19560,03-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,13500
Jul032218561RT213,18561,03-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9000
Jul032218561RT216,18561,03-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9000
Jul032218561RT228,18561,03-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9000
Jul032218561RT121,18561,03-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,6500
Jul032218561RT212,18561,03-Jul-22,Jul-22,W 28,others,5,Checked Out,9000
Jul032218561RT214,18561,03-Jul-22,Jul-22,W 28,others,5,Checked Out,9000
Jul032218561RT219,18561,03-Jul-22,Jul-22,W 28,others,5,Checked Out,9000
Jul032218561RT118,18561,03-Jul-22,Jul-22,W 28,others,3,Checked Out,6500
Jul032217564RT211,17564,03-Jul-22,Jul-22,W 28,others,3,Checked Out,15300
Jul032218561RT315,18561,03-Jul-22,Jul-22,W 28,others,4,Checked Out,12000
Jul042219560RT220,19560,04-Jul-22,Jul-22,W 28,tripster,5,No Show,16200
Jul042216558RT13,16558,04-Jul-22,Jul-22,W 28,makeyourtrip,3,No Show,10920
Jul042218561RT125,18561,04-Jul-22,Jul-22,W 28,tripster,5,No Show,7800
Jul042217560RT119,17560,04-Jul-22,Jul-22,W 28,logtrip,4,No Show,11050
Jul042217564RT28,17564,04-Jul-22,Jul-22,W 28,direct online,4,No Show,15300
Jul042217564RT311,17564,04-Jul-22,Jul-22,W 28,makeyourtrip,1,No Show,20400
Jul042219560RT111,19560,04-Jul-22,Jul-22,W 28,makeyourtrip,3,No Show,9750
Jul042219560RT213,19560,04-Jul-22,Jul-22,W 28,others,5,No Show,13500
Jul042218561RT110,18561,04-Jul-22,Jul-22,W 28,others,5,No Show,6500
Jul042219560RT311,19560,04-Jul-22,Jul-22,W 28,others,5,No Show,18000
Jul042218561RT48,18561,04-Jul-22,Jul-22,W 28,others,5,No Show,19000
Jul042218561RT17,18561,04-Jul-22,Jul-22,W 28,journey,5,No Show,6500
Jul042216558RT221,16558,04-Jul-22,Jul-22,W 28,tripster,4,No Show,12600
Jul042218561RT116,18561,04-Jul-22,Jul-22,W 28,direct online,4,No Show,6500
Jul042217560RT226,17560,04-Jul-22,Jul-22,W 28,journey,3,No Show,15300
Jul042219560RT115,19560,04-Jul-22,Jul-22,W 28,makeyourtrip,4,No Show,9750
Jul042216558RT210,16558,04-Jul-22,Jul-22,W 28,others,5,No Show,12600
Jul042218561RT317,18561,04-Jul-22,Jul-22,W 28,others,5,No Show,12000
Jul042217564RT15,17564,04-Jul-22,Jul-22,W 28,logtrip,2,Checked Out,13260
Jul042218561RT213,18561,04-Jul-22,Jul-22,W 28,logtrip,3,Checked Out,10800
Jul042219560RT25,19560,04-Jul-22,Jul-22,W 28,tripster,5,Checked Out,16200
Jul042219560RT116,19560,04-Jul-22,Jul-22,W 28,journey,5,Checked Out,11700
Jul042218561RT230,18561,04-Jul-22,Jul-22,W 28,others,5,Checked Out,10800
Jul042217560RT216,17560,04-Jul-22,Jul-22,W 28,others,2,Checked Out,18360
Jul042218561RT228,18561,04-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9900
Jul042218561RT24,18561,04-Jul-22,Jul-22,W 28,others,5,Checked Out,9900
Jul042219560RT112,19560,04-Jul-22,Jul-22,W 28,others,3,Checked Out,10725
Jul042217560RT45,17560,04-Jul-22,Jul-22,W 28,others,1,Checked Out,35530
Jul042217564RT38,17564,04-Jul-22,Jul-22,W 28,logtrip,1,Checked Out,20400
Jul042217564RT11,17564,04-Jul-22,Jul-22,W 28,direct offline,2,Checked Out,11050
Jul042217560RT210,17560,04-Jul-22,Jul-22,W 28,direct online,4,Checked Out,15300
Jul042219560RT230,19560,04-Jul-22,Jul-22,W 28,makeyourtrip,4,Checked Out,13500
Jul042217560RT117,17560,04-Jul-22,Jul-22,W 28,makeyourtrip,4,Checked Out,11050
Jul042219560RT41,19560,04-Jul-22,Jul-22,W 28,journey,3,Checked Out,28500
Jul042219560RT218,19560,04-Jul-22,Jul-22,W 28,direct online,3,Checked Out,13500
Jul042217560RT113,17560,04-Jul-22,Jul-22,W 28,direct offline,3,Checked Out,11050
Jul042217560RT114,17560,04-Jul-22,Jul-22,W 28,tripster,3,Checked Out,11050
Jul042217560RT219,17560,04-Jul-22,Jul-22,W 28,tripster,3,Checked Out,15300
Jul042217560RT41,17560,04-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,32300
Jul042217560RT47,17560,04-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,32300
Jul042219560RT47,19560,04-Jul-22,Jul-22,W 28,journey,5,Checked Out,28500
Jul042219560RT410,19560,04-Jul-22,Jul-22,W 28,journey,5,Checked Out,28500
Jul042219560RT22,19560,04-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,13500
Jul042219560RT17,19560,04-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9750
Jul042219560RT310,19560,04-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,18000
Jul042219560RT26,19560,04-Jul-22,Jul-22,W 28,others,5,Checked Out,13500
Jul042219560RT413,19560,04-Jul-22,Jul-22,W 28,others,5,Checked Out,28500
Jul042217560RT48,17560,04-Jul-22,Jul-22,W 28,others,3,Checked Out,32300
Jul042217564RT12,17564,04-Jul-22,Jul-22,W 28,others,3,Checked Out,11050
Jul042219560RT210,19560,04-Jul-22,Jul-22,W 28,others,3,Checked Out,13500
Jul042218561RT29,18561,04-Jul-22,Jul-22,W 28,others,4,Checked Out,9000
Jul042217560RT126,17560,04-Jul-22,Jul-22,W 28,others,4,Checked Out,11050
Jul042217560RT22,17560,04-Jul-22,Jul-22,W 28,others,4,Checked Out,15300
Jul042217564RT36,17564,04-Jul-22,Jul-22,W 28,others,4,Checked Out,20400
Jul042217564RT310,17564,04-Jul-22,Jul-22,W 28,others,4,Checked Out,20400
Jul042217564RT16,17564,04-Jul-22,Jul-22,W 28,others,2,Checked Out,11050
Jul042219560RT232,19560,04-Jul-22,Jul-22,W 28,others,1,Checked Out,13500
Jul042217560RT211,17560,04-Jul-22,Jul-22,W 28,logtrip,2,Checked Out,15300
Jul042217560RT35,17560,04-Jul-22,Jul-22,W 28,journey,3,Checked Out,20400
Jul042217560RT46,17560,04-Jul-22,Jul-22,W 28,journey,3,Checked Out,32300
Jul042216558RT17,16558,04-Jul-22,Jul-22,W 28,logtrip,3,Checked Out,9100
Jul042218561RT18,18561,04-Jul-22,Jul-22,W 28,logtrip,3,Checked Out,6500
Jul042219560RT231,19560,04-Jul-22,Jul-22,W 28,logtrip,3,Checked Out,13500
Jul042216558RT112,16558,04-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,9100
Jul042216558RT114,16558,04-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,9100
Jul042216558RT116,16558,04-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,9100
Jul042216558RT214,16558,04-Jul-22,Jul-22,W 28,direct online,5,Checked Out,12600
Jul042218561RT218,18561,04-Jul-22,Jul-22,W 28,tripster,5,Checked Out,9000
Jul042218561RT233,18561,04-Jul-22,Jul-22,W 28,tripster,5,Checked Out,9000
Jul042219560RT227,19560,04-Jul-22,Jul-22,W 28,tripster,5,Checked Out,13500
Jul042219560RT15,19560,04-Jul-22,Jul-22,W 28,direct offline,5,Checked Out,9750
Jul042216558RT14,16558,04-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9100
Jul042218561RT11,18561,04-Jul-22,Jul-22,W 28,others,5,Checked Out,6500
Jul042218561RT34,18561,04-Jul-22,Jul-22,W 28,others,5,Checked Out,12000
Jul042219560RT315,19560,04-Jul-22,Jul-22,W 28,others,5,Checked Out,18000
Jul042218561RT22,18561,04-Jul-22,Jul-22,W 28,others,4,Checked Out,9000
Jul042218561RT232,18561,04-Jul-22,Jul-22,W 28,others,4,Checked Out,9000
Jul042218561RT238,18561,04-Jul-22,Jul-22,W 28,others,4,Checked Out,9000
Jul042217560RT24,17560,04-Jul-22,Jul-22,W 28,others,2,Checked Out,15300
Jul042217564RT210,17564,04-Jul-22,Jul-22,W 28,others,2,Checked Out,15300
Jul042217564RT14,17564,04-Jul-22,Jul-22,W 28,others,1,Checked Out,11050
Jul052219560RT18,19560,05-Jul-22,Jul-22,W 28,others,5,No Show,11700
Jul052217560RT31,17560,05-Jul-22,Jul-22,W 28,makeyourtrip,3,No Show,20400
Jul052218561RT29,18561,05-Jul-22,Jul-22,W 28,direct online,5,No Show,9000
Jul052219560RT115,19560,05-Jul-22,Jul-22,W 28,direct online,5,No Show,9750
Jul052219560RT19,19560,05-Jul-22,Jul-22,W 28,others,3,No Show,9750
Jul052218561RT19,18561,05-Jul-22,Jul-22,W 28,others,5,No Show,6500
Jul052219560RT35,19560,05-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,21600
Jul052219560RT215,19560,05-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,16200
Jul052218561RT28,18561,05-Jul-22,Jul-22,W 28,others,5,Checked Out,10800
Jul052219560RT13,19560,05-Jul-22,Jul-22,W 28,others,5,Checked Out,11700
Jul052216558RT25,16558,05-Jul-22,Jul-22,W 28,others,5,Checked Out,15120
Jul052218561RT219,18561,05-Jul-22,Jul-22,W 28,makeyourtrip,4,Checked Out,9900
Jul052217560RT24,17560,05-Jul-22,Jul-22,W 28,makeyourtrip,2,Checked Out,15300
Jul052217560RT111,17560,05-Jul-22,Jul-22,W 28,makeyourtrip,4,Checked Out,11050
Jul052217560RT35,17560,05-Jul-22,Jul-22,W 28,direct online,3,Checked Out,20400
Jul052217560RT14,17560,05-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,11050
Jul052217560RT21,17560,05-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,15300
Jul052217560RT37,17560,05-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,20400
Jul052217560RT41,17560,05-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,32300
Jul052216558RT13,16558,05-Jul-22,Jul-22,W 28,journey,5,Checked Out,9100
Jul052218561RT37,18561,05-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,12000
Jul052218561RT224,18561,05-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9000
Jul052219560RT49,19560,05-Jul-22,Jul-22,W 28,others,5,Checked Out,28500
Jul052219560RT17,19560,05-Jul-22,Jul-22,W 28,others,5,Checked Out,9750
Jul052219560RT218,19560,05-Jul-22,Jul-22,W 28,others,5,Checked Out,13500
Jul052217560RT113,17560,05-Jul-22,Jul-22,W 28,others,3,Checked Out,11050
Jul052217560RT23,17560,05-Jul-22,Jul-22,W 28,others,3,Checked Out,15300
Jul052219560RT26,19560,05-Jul-22,Jul-22,W 28,others,2,Checked Out,13500
Jul052217560RT44,17560,05-Jul-22,Jul-22,W 28,direct online,4,Checked Out,32300
Jul052217560RT16,17560,05-Jul-22,Jul-22,W 28,direct online,3,Checked Out,11050
Jul052216558RT24,16558,05-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,12600
Jul052218561RT212,18561,05-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,9000
Jul052216558RT32,16558,05-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,16800
Jul052218561RT18,18561,05-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,6500
Jul052218561RT113,18561,05-Jul-22,Jul-22,W 28,tripster,5,Checked Out,6500
Jul052218561RT117,18561,05-Jul-22,Jul-22,W 28,journey,5,Checked Out,6500
Jul052218561RT111,18561,05-Jul-22,Jul-22,W 28,others,5,Checked Out,6500
Jul052218561RT114,18561,05-Jul-22,Jul-22,W 28,others,5,Checked Out,6500
Jul052218561RT115,18561,05-Jul-22,Jul-22,W 28,others,5,Checked Out,6500
Jul052218561RT44,18561,05-Jul-22,Jul-22,W 28,others,5,Checked Out,19000
Jul052216558RT14,16558,05-Jul-22,Jul-22,W 28,others,5,Checked Out,9100
Jul052216558RT210,16558,05-Jul-22,Jul-22,W 28,others,4,Checked Out,12600
Jul052217560RT43,17560,05-Jul-22,Jul-22,W 28,others,2,Checked Out,32300
Jul052216558RT17,16558,05-Jul-22,Jul-22,W 28,others,1,Checked Out,9100
Jul062219560RT33,19560,06-Jul-22,Jul-22,W 28,others,5,No Show,19800
Jul062218561RT16,18561,06-Jul-22,Jul-22,W 28,others,4,No Show,7150
Jul062217564RT31,17564,06-Jul-22,Jul-22,W 28,makeyourtrip,2,No Show,28560
Jul062219560RT47,19560,06-Jul-22,Jul-22,W 28,others,4,No Show,28500
Jul062219560RT216,19560,06-Jul-22,Jul-22,W 28,others,4,No Show,13500
Jul062217560RT210,17560,06-Jul-22,Jul-22,W 28,makeyourtrip,1,No Show,15300
Jul062219560RT113,19560,06-Jul-22,Jul-22,W 28,makeyourtrip,4,No Show,9750
Jul062219560RT35,19560,06-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,25200
Jul062218561RT215,18561,06-Jul-22,Jul-22,W 28,direct offline,3,Checked Out,10800
Jul062217560RT37,17560,06-Jul-22,Jul-22,W 28,direct online,3,Checked Out,24480
Jul062218561RT25,18561,06-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,9900
Jul062218561RT218,18561,06-Jul-22,Jul-22,W 28,others,5,Checked Out,9900
Jul062218561RT110,18561,06-Jul-22,Jul-22,W 28,others,5,Checked Out,7150
Jul062216558RT16,16558,06-Jul-22,Jul-22,W 28,journey,1,Checked Out,9100
Jul062217564RT22,17564,06-Jul-22,Jul-22,W 28,makeyourtrip,2,Checked Out,15300
Jul062217564RT23,17564,06-Jul-22,Jul-22,W 28,makeyourtrip,2,Checked Out,15300
Jul062219560RT312,19560,06-Jul-22,Jul-22,W 28,journey,3,Checked Out,18000
Jul062217560RT12,17560,06-Jul-22,Jul-22,W 28,logtrip,3,Checked Out,11050
Jul062217560RT14,17560,06-Jul-22,Jul-22,W 28,logtrip,3,Checked Out,11050
Jul062217560RT111,17560,06-Jul-22,Jul-22,W 28,tripster,3,Checked Out,11050
Jul062217560RT112,17560,06-Jul-22,Jul-22,W 28,direct online,3,Checked Out,11050
Jul062217560RT35,17560,06-Jul-22,Jul-22,W 28,direct offline,3,Checked Out,20400
Jul062217560RT18,17560,06-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,11050
Jul062217560RT110,17560,06-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,11050
Jul062217560RT116,17560,06-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,11050
Jul062219560RT37,19560,06-Jul-22,Jul-22,W 28,tripster,5,Checked Out,18000
Jul062219560RT210,19560,06-Jul-22,Jul-22,W 28,journey,5,Checked Out,13500
Jul062219560RT219,19560,06-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,13500
Jul062218561RT36,18561,06-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,12000
Jul062216558RT34,16558,06-Jul-22,Jul-22,W 28,others,5,Checked Out,16800
Jul062219560RT18,19560,06-Jul-22,Jul-22,W 28,others,5,Checked Out,9750
Jul062217564RT33,17564,06-Jul-22,Jul-22,W 28,others,3,Checked Out,20400
Jul062219560RT36,19560,06-Jul-22,Jul-22,W 28,others,4,Checked Out,18000
Jul062218561RT114,18561,06-Jul-22,Jul-22,W 28,others,4,Checked Out,6500
Jul062217560RT38,17560,06-Jul-22,Jul-22,W 28,others,4,Checked Out,20400
Jul062217564RT45,17564,06-Jul-22,Jul-22,W 28,others,1,Checked Out,32300
Jul062218561RT222,18561,06-Jul-22,Jul-22,W 28,journey,2,Checked Out,9000
Jul062218561RT29,18561,06-Jul-22,Jul-22,W 28,tripster,4,Checked Out,9000
Jul062217564RT27,17564,06-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,15300
Jul062216558RT19,16558,06-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,9100
Jul062216558RT27,16558,06-Jul-22,Jul-22,W 28,direct online,5,Checked Out,12600
Jul062218561RT34,18561,06-Jul-22,Jul-22,W 28,direct online,5,Checked Out,12000
Jul062218561RT24,18561,06-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9000
Jul062218561RT11,18561,06-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,6500
Jul062219560RT213,19560,06-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,13500
Jul062219560RT17,19560,06-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9750
Jul062216558RT21,16558,06-Jul-22,Jul-22,W 28,others,3,Checked Out,12600
Jul072218561RT14,18561,07-Jul-22,Jul-22,W 28,direct online,4,No Show,7800
Jul072219560RT11,19560,07-Jul-22,Jul-22,W 28,others,1,No Show,9750
Jul072217560RT113,17560,07-Jul-22,Jul-22,W 28,direct online,3,No Show,11050
Jul072217560RT31,17560,07-Jul-22,Jul-22,W 28,others,3,No Show,20400
Jul072219560RT43,19560,07-Jul-22,Jul-22,W 28,others,5,No Show,28500
Jul072218561RT31,18561,07-Jul-22,Jul-22,W 28,logtrip,4,No Show,12000
Jul072217560RT28,17560,07-Jul-22,Jul-22,W 28,others,3,No Show,15300
Jul072217560RT32,17560,07-Jul-22,Jul-22,W 28,others,3,No Show,20400
Jul072216558RT31,16558,07-Jul-22,Jul-22,W 28,tripster,2,Checked Out,23520
Jul072217564RT29,17564,07-Jul-22,Jul-22,W 28,direct online,2,Checked Out,18360
Jul072219560RT33,19560,07-Jul-22,Jul-22,W 28,logtrip,4,Checked Out,21600
Jul072217560RT21,17560,07-Jul-22,Jul-22,W 28,logtrip,3,Checked Out,18360
Jul072218561RT112,18561,07-Jul-22,Jul-22,W 28,others,5,Checked Out,7800
Jul072216558RT33,16558,07-Jul-22,Jul-22,W 28,others,5,Checked Out,20160
Jul072217564RT14,17564,07-Jul-22,Jul-22,W 28,others,4,Checked Out,13260
Jul072216558RT210,16558,07-Jul-22,Jul-22,W 28,others,1,Checked Out,15120
Jul072216558RT12,16558,07-Jul-22,Jul-22,W 28,others,2,Checked Out,10920
Jul072219560RT19,19560,07-Jul-22,Jul-22,W 28,makeyourtrip,3,Checked Out,10725
Jul072217560RT17,17560,07-Jul-22,Jul-22,W 28,logtrip,3,Checked Out,12155
Jul072218561RT16,18561,07-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,7150
Jul072219560RT27,19560,07-Jul-22,Jul-22,W 28,logtrip,1,Checked Out,13500
Jul072217560RT16,17560,07-Jul-22,Jul-22,W 28,makeyourtrip,2,Checked Out,11050
Jul072217564RT35,17564,07-Jul-22,Jul-22,W 28,direct online,3,Checked Out,20400
Jul072218561RT12,18561,07-Jul-22,Jul-22,W 28,direct online,5,Checked Out,6500
Jul072219560RT29,19560,07-Jul-22,Jul-22,W 28,direct offline,5,Checked Out,13500
Jul072219560RT45,19560,07-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,28500
Jul072218561RT13,18561,07-Jul-22,Jul-22,W 28,others,5,Checked Out,6500
Jul072218561RT25,18561,07-Jul-22,Jul-22,W 28,others,5,Checked Out,9000
Jul072217564RT21,17564,07-Jul-22,Jul-22,W 28,others,5,Checked Out,15300
Jul072217560RT15,17560,07-Jul-22,Jul-22,W 28,others,3,Checked Out,11050
Jul072217560RT18,17560,07-Jul-22,Jul-22,W 28,others,3,Checked Out,11050
Jul072219560RT218,19560,07-Jul-22,Jul-22,W 28,others,3,Checked Out,13500
Jul072219560RT42,19560,07-Jul-22,Jul-22,W 28,others,4,Checked Out,28500
Jul072217564RT212,17564,07-Jul-22,Jul-22,W 28,others,4,Checked Out,15300
Jul072217560RT111,17560,07-Jul-22,Jul-22,W 28,others,2,Checked Out,11050
Jul072218561RT29,18561,07-Jul-22,Jul-22,W 28,direct offline,2,Checked Out,9000
Jul072218561RT23,18561,07-Jul-22,Jul-22,W 28,tripster,4,Checked Out,9000
Jul072216558RT11,16558,07-Jul-22,Jul-22,W 28,logtrip,5,Checked Out,9100
Jul072218561RT211,18561,07-Jul-22,Jul-22,W 28,direct online,5,Checked Out,9000
Jul072219560RT18,19560,07-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,9750
Jul072216558RT25,16558,07-Jul-22,Jul-22,W 28,makeyourtrip,5,Checked Out,12600
Jul072218561RT28,18561,07-Jul-22,Jul-22,W 28,others,5,Checked Out,9000
Jul072216558RT213,16558,07-Jul-22,Jul-22,W 28,others,5,Checked Out,12600
Jul072217560RT45,17560,07-Jul-22,Jul-22,W 28,others,3,Checked Out,32300
